institution name,American Indian or Alaska Native,Asian,Black or African American,Hispanic,Native Hawaiian or Other Pacific Islander,White,Two or more races,Race/ethnicity unknown,U.S. Nonresident,EF2022A.Grand total,Cluster
Saint Mary's College of California,0.9041591320072333,13.851717902350813,7.3779385171790235,26.980108499095838,2.061482820976492,36.63652802893309,0.0,9.439421338155515,2.748643761301989,2765,3
Sonoma State University,0.3766762091306313,4.836522525237306,2.7874039475666716,39.59620310381196,0.40681030586108186,42.03706493897845,5.4693385565767665,3.887298478228115,0.6026819346090101,6637,3
Vanguard University of Southern California,0.31028368794326244,5.097517730496453,4.476950354609929,45.83333333333333,0.44326241134751776,32.57978723404255,2.7925531914893615,8.289007092198581,0.1773049645390071,2256,3
Southern California Institute of Architecture,0.19723865877712032,9.467455621301776,3.155818540433925,9.467455621301776,0.39447731755424065,16.765285996055226,1.7751479289940828,0.9861932938856016,57.79092702169625,507,5
University of Southern California,0.1675349882521197,19.399325773827766,5.888241904178159,15.370313617325571,0.22065583818571866,24.817652467054856,3.9820206354070895,3.4794156706507304,26.674839105117993,48945,5
Thomas Aquinas College,0.0,1.937984496124031,0.0,19.767441860465116,0.1937984496124031,62.01550387596899,5.426356589147287,4.263565891472868,6.395348837209303,516,1
Epic Bible College & Graduate School,0.0,7.017543859649122,34.21052631578947,14.035087719298245,1.7543859649122806,29.82456140350877,9.649122807017543,0.0,3.508771929824561,114,4
Walden University,0.11816978634902628,3.5923615050103987,39.31272452259406,8.661845339383627,0.3474191718661373,37.1124031007752,1.883626394403479,7.350160710909434,1.6212894687086408,42312,2
Westmont College,0.23364485981308408,6.931464174454828,2.0249221183800623,23.130841121495326,0.23364485981308408,52.258566978193144,6.697819314641744,6.775700934579438,1.7133956386292832,1284,1
Whittier College,0.0,6.62751677852349,4.865771812080537,44.37919463087248,0.41946308724832215,26.174496644295303,6.375838926174497,4.026845637583892,7.130872483221476,1192,3
Woodbury University,0.7423117709437964,12.407211028632027,4.135737009544008,31.70731707317073,0.4241781548250266,37.75185577942736,2.863202545068929,3.0752916224814424,6.892895015906681,943,3
Yeshiva Ohr Elchonon Chabad West Coast Talmudical Seminary,0.0,0.0,0.0,0.0,0.0,97.1830985915493,0.0,0.0,2.8169014084507045,142,1
Adams State University,0.94604064470918,1.5767344078486334,6.026629292221443,28.346180798878766,0.5606166783461808,49.474421864050456,3.5388927820602665,8.549404344779257,0.9810791871058164,2854,3
University of Colorado Denver/Anschutz Medical Campus,0.36219676549865226,8.675876010781671,4.982311320754717,19.828167115902964,0.1179245283018868,51.00235849056604,4.72961590296496,2.6785714285714284,7.622978436657682,23744,1
