"unitid","institution name","year","EF2022A.Level of student","EF2022A.Grand total","EF2022A.Grand total men","EF2022A.Grand total women","EF2022A.American Indian or Alaska Native total","EF2022A.American Indian or Alaska Native men","EF2022A.American Indian or Alaska Native women","EF2022A.Asian total","EF2022A.Asian men","EF2022A.Asian women","EF2022A.Black or African American total","EF2022A.Black or African American men","EF2022A.Black or African American women","EF2022A.Hispanic total","EF2022A.Hispanic men","EF2022A.Hispanic women","EF2022A.Native Hawaiian or Other Pacific Islander total","EF2022A.Native Hawaiian or Other Pacific Islander men","EF2022A.Native Hawaiian or Other Pacific Islander women","EF2022A.White total","EF2022A.White men","EF2022A.White women","EF2022A.Two or more races total","EF2022A.Two or more races men","EF2022A.Two or more races women","EF2022A.Race/ethnicity unknown total","EF2022A.Race/ethnicity unknown men","EF2022A.Race/ethnicity unknown women","EF2022A.U.S. Nonresident total","EF2022A.U.S. Nonresident men","EF2022A.U.S. Nonresident women","EF2022A.Gender unknown","EF2022A.Another gender","EF2022A.Total of gender unknown and another gender","EF2022A.Total gender reported as one of the mutually exclusive binary categories (Men/Women)","IDX_EF"
"219356","South Dakota State University","2022","All students, Undergraduate total","9917","4407","5510","122","39","83","123","44","79","162","95","67","283","126","157","5","4","1","8524","3770","4754","224","93","131","216","92","124","258","144","114","0",,"0","9917","-2"
"219356","South Dakota State University","2022","All students, Undergraduate, Degree/certificate-seeking total","8627","3975","4652","72","24","48","105","36","69","150","90","60","243","111","132","4","3","1","7450","3415","4035","176","76","100","184","81","103","243","139","104",,,,,"-2"
"219356","South Dakota State University","2022","All students, Undergraduate, Degree/certificate-seeking, First-time","2191","1002","1189","16","6","10","29","11","18","25","15","10","51","24","27","2","1","1","1894","861","1033","35","18","17","89","41","48","50","25","25",,,,,"-2"
"219356","South Dakota State University","2022","All students, Undergraduate, Other degree/certificate-seeking","6436","2973","3463","56","18","38","76","25","51","125","75","50","192","87","105","2","2","0","5556","2554","3002","141","58","83","95","40","55","193","114","79",,,,,"-2"
"219356","South Dakota State University","2022","All students, Undergraduate, Non-degree/certificate-seeking","1290","432","858","50","15","35","18","8","10","12","5","7","40","15","25","1","1","0","1074","355","719","48","17","31","32","11","21","15","5","10",,,,,"-2"
"219356","South Dakota State University","2022","All students, Graduate","1410","544","866","24","7","17","29","11","18","19","10","9","24","10","14","1","0","1","914","279","635","18","10","8","18","6","12","363","211","152","1",,"1","1409","-2"
"219356","South Dakota State University","2022","All students, Undergraduate, Other degree/certificatee-seeking, Transfer-ins","414","171","243","4","1","3","6","0","6","10","5","5","25","8","17","0","0","0","323","137","186","10","2","8","24","10","14","12","8","4",,,,,"-2"
"219356","South Dakota State University","2022","All students, Undergraduate, Other degree/certificatee-seeking, Continuing","6022","2802","3220","52","17","35","70","25","45","115","70","45","167","79","88","2","2","0","5233","2417","2816","131","56","75","71","30","41","181","106","75",,,,,"-2"
"219356","South Dakota State University","2022","Full-time students total","8155","3804","4351","78","29","49","94","35","59","114","73","41","208","102","106","5","3","2","6959","3200","3759","159","69","90","164","72","92","374","221","153",,,,,"-2"
"219356","South Dakota State University","2022","Full-time students, Undergraduate total","7607","3569","4038","70","27","43","86","32","54","107","68","39","201","97","104","4","3","1","6606","3079","3527","152","63","89","160","71","89","221","129","92",,,,,"-2"
"219356","South Dakota State University","2022","Full-time students, Undergraduate, Degree/certificate-seeking total","7582","3562","4020","60","23","37","86","32","54","107","68","39","198","97","101","4","3","1","6602","3077","3525","149","63","86","160","71","89","216","128","88",,,,,"-2"
"219356","South Dakota State University","2022","Full-time students, Undergraduate, Degree/certificate-seeking, First-time","2123","981","1142","16","6","10","27","11","16","25","15","10","50","24","26","2","1","1","1837","842","995","34","18","16","86","39","47","46","25","21",,,,,"-2"
"219356","South Dakota State University","2022","Full-time students, Undergraduate, Degree/certificate-seeking, Other degree/certificate-seeking","5459","2581","2878","44","17","27","59","21","38","82","53","29","148","73","75","2","2","0","4765","2235","2530","115","45","70","74","32","42","170","103","67",,,,,"-2"
"219356","South Dakota State University","2022","Full-time students, Undergraduate, Non-degree/certificate-seeking","25","7","18","10","4","6","0","0","0","0","0","0","3","0","3","0","0","0","4","2","2","3","0","3","0","0","0","5","1","4",,,,,"-2"
"219356","South Dakota State University","2022","Full-time students, Graduate","548","235","313","8","2","6","8","3","5","7","5","2","7","5","2","1","0","1","353","121","232","7","6","1","4","1","3","153","92","61",,,,,"-2"
"219356","South Dakota State University","2022","Full-time students, Undergraduate, Other degree/certificatee-seeking, Transfer-ins","315","147","168","1","1","0","1","0","1","4","3","1","14","5","9","0","0","0","257","121","136","9","2","7","17","7","10","12","8","4",,,,,"-2"
"219356","South Dakota State University","2022","Full-time students, Undergraduate, Other degree/certificatee-seeking, Continuing","5144","2434","2710","43","16","27","58","21","37","78","50","28","134","68","66","2","2","0","4508","2114","2394","106","43","63","57","25","32","158","95","63",,,,,"-2"
"219356","South Dakota State University","2022","Part-time students total","3172","1147","2025","68","17","51","58","20","38","67","32","35","99","34","65","1","1","0","2479","849","1630","83","34","49","70","26","44","247","134","113",,,,,"-2"
"219356","South Dakota State University","2022","Part-time students, Undergraduate total","2310","838","1472","52","12","40","37","12","25","55","27","28","82","29","53","1","1","0","1918","691","1227","72","30","42","56","21","35","37","15","22",,,,,"-2"
"219356","South Dakota State University","2022","Part-time students, Undergraduate, Degree/certificate-seeking total","1045","413","632","12","1","11","19","4","15","43","22","21","45","14","31","0","0","0","848","338","510","27","13","14","24","10","14","27","11","16",,,,,"-2"
"219356","South Dakota State University","2022","Part-time students, Undergraduate, Degree/certificate-seeking, First-time","68","21","47","0","0","0","2","0","2","0","0","0","1","0","1","0","0","0","57","19","38","1","0","1","3","2","1","4","0","4",,,,,"-2"
"219356","South Dakota State University","2022","Part-time students, Undergraduate, Degree/certificate-seeking, Other degree/certificate-seeking","977","392","585","12","1","11","17","4","13","43","22","21","44","14","30","0","0","0","791","319","472","26","13","13","21","8","13","23","11","12",,,,,"-2"
"219356","South Dakota State University","2022","Part-time students, Undergraduate, Non-degree/certificate-seeking","1265","425","840","40","11","29","18","8","10","12","5","7","37","15","22","1","1","0","1070","353","717","45","17","28","32","11","21","10","4","6",,,,,"-2"
"219356","South Dakota State University","2022","Part-time students, Graduate","862","309","553","16","5","11","21","8","13","12","5","7","17","5","12","0","0","0","561","158","403","11","4","7","14","5","9","210","119","91",,,,,"-2"
"219356","South Dakota State University","2022","Part-time students, Undergraduate, Other degree/certificatee-seeking, Transfer-ins","99","24","75","3","0","3","5","0","5","6","2","4","11","3","8","0","0","0","66","16","50","1","0","1","7","3","4","0","0","0",,,,,"-2"
"219356","South Dakota State University","2022","Part-time students, Undergraduate, Other degree/certificatee-seeking, Continuing","878","368","510","9","1","8","12","4","8","37","20","17","33","11","22","0","0","0","725","303","422","25","13","12","14","5","9","23","11","12",,,,,"-2"
"221999","Vanderbilt University","2022","All students total","13710","6047","7663","44","14","30","1698","778","920","1269","497","772","1279","576","703","28","15","13","6658","2796","3862","643","274","369","377","191","186","1714","906","808","1",,"1","13709","-2"
"221999","Vanderbilt University","2022","All students, Undergraduate total","7151","3443","3708","29","9","20","1250","604","646","743","316","427","787","386","401","21","12","9","2904","1391","1513","412","185","227","276","146","130","729","394","335","0",,"0","7151","-2"
"221999","Vanderbilt University","2022","All students, Undergraduate, Degree/certificate-seeking total","7144","3441","3703","29","9","20","1250","604","646","743","316","427","787","386","401","21","12","9","2901","1391","1510","412","185","227","276","146","130","725","392","333",,,,,"-2"
"221999","Vanderbilt University","2022","All students, Undergraduate, Degree/certificate-seeking, First-time","1619","739","880","11","4","7","292","134","158","178","63","115","192","86","106","7","3","4","608","278","330","100","40","60","62","30","32","169","101","68",,,,,"-2"
"221999","Vanderbilt University","2022","All students, Undergraduate, Other degree/certificate-seeking","5525","2702","2823","18","5","13","958","470","488","565","253","312","595","300","295","14","9","5","2293","1113","1180","312","145","167","214","116","98","556","291","265",,,,,"-2"
"221999","Vanderbilt University","2022","All students, Undergraduate, Non-degree/certificate-seeking","7","2","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","3","0","0","0","0","0","0","4","2","2",,,,,"-2"
"221999","Vanderbilt University","2022","All students, Graduate","6559","2604","3955","15","5","10","448","174","274","526","181","345","492","190","302","7","3","4","3754","1405","2349","231","89","142","101","45","56","985","512","473","1",,"1","6558","-2"
"221999","Vanderbilt University","2022","All students, Undergraduate, Other degree/certificatee-seeking, Transfer-ins","243","112","131","0","0","0","44","23","21","5","0","5","27","13","14","0","0","0","113","49","64","14","9","5","4","4","0","36","14","22",,,,,"-2"
"221999","Vanderbilt University","2022","All students, Undergraduate, Other degree/certificatee-seeking, Continuing","5282","2590","2692","18","5","13","914","447","467","560","253","307","568","287","281","14","9","5","2180","1064","1116","298","136","162","210","112","98","520","277","243",,,,,"-2"
"221999","Vanderbilt University","2022","Full-time students total","12486","5628","6858","38","13","25","1598","743","855","1117","440","677","1190","539","651","26","15","11","5897","2554","3343","606","262","344","345","175","170","1669","887","782",,,,,"-2"
"221999","Vanderbilt University","2022","Full-time students, Undergraduate total","7082","3403","3679","29","9","20","1237","600","637","734","309","425","782","384","398","21","12","9","2878","1374","1504","405","179","226","271","144","127","725","392","333",,,,,"-2"
"221999","Vanderbilt University","2022","Full-time students, Undergraduate, Degree/certificate-seeking total","7078","3401","3677","29","9","20","1237","600","637","734","309","425","782","384","398","21","12","9","2878","1374","1504","405","179","226","271","144","127","721","390","331",,,,,"-2"
"221999","Vanderbilt University","2022","Full-time students, Undergraduate, Degree/certificate-seeking, First-time","1617","739","878","11","4","7","291","134","157","178","63","115","192","86","106","7","3","4","607","278","329","100","40","60","62","30","32","169","101","68",,,,,"-2"
"221999","Vanderbilt University","2022","Full-time students, Undergraduate, Degree/certificate-seeking, Other degree/certificate-seeking","5461","2662","2799","18","5","13","946","466","480","556","246","310","590","298","292","14","9","5","2271","1096","1175","305","139","166","209","114","95","552","289","263",,,,,"-2"
"221999","Vanderbilt University","2022","Full-time students, Undergraduate, Non-degree/certificate-seeking","4","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","2","2",,,,,"-2"
"221999","Vanderbilt University","2022","Full-time students, Graduate","5404","2225","3179","9","4","5","361","143","218","383","131","252","408","155","253","5","3","2","3019","1180","1839","201","83","118","74","31","43","944","495","449",,,,,"-2"
"221999","Vanderbilt University","2022","Full-time students, Undergraduate, Other degree/certificatee-seeking, Transfer-ins","242","112","130","0","0","0","43","23","20","5","0","5","27","13","14","0","0","0","113","49","64","14","9","5","4","4","0","36","14","22",,,,,"-2"
"221999","Vanderbilt University","2022","Full-time students, Undergraduate, Other degree/certificatee-seeking, Continuing","5219","2550","2669","18","5","13","903","443","460","551","246","305","563","285","278","14","9","5","2158","1047","1111","291","130","161","205","110","95","516","275","241",,,,,"-2"
"221999","Vanderbilt University","2022","Part-time students total","1224","419","805","6","1","5","100","35","65","152","57","95","89","37","52","2","0","2","761","242","519","37","12","25","32","16","16","45","19","26",,,,,"-2"
"221999","Vanderbilt University","2022","Part-time students, Undergraduate total","69","40","29","0","0","0","13","4","9","9","7","2","5","2","3","0","0","0","26","17","9","7","6","1","5","2","3","4","2","2",,,,,"-2"
"221999","Vanderbilt University","2022","Part-time students, Undergraduate, Degree/certificate-seeking total","66","40","26","0","0","0","13","4","9","9","7","2","5","2","3","0","0","0","23","17","6","7","6","1","5","2","3","4","2","2",,,,,"-2"
"221999","Vanderbilt University","2022","Part-time students, Undergraduate, Degree/certificate-seeking, First-time","2","0","2","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0",,,,,"-2"
"221999","Vanderbilt University","2022","Part-time students, Undergraduate, Degree/certificate-seeking, Other degree/certificate-seeking","64","40","24","0","0","0","12","4","8","9","7","2","5","2","3","0","0","0","22","17","5","7","6","1","5","2","3","4","2","2",,,,,"-2"
"221999","Vanderbilt University","2022","Part-time students, Undergraduate, Non-degree/certificate-seeking","3","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","3","0","0","0","0","0","0","0","0","0",,,,,"-2"
"221999","Vanderbilt University","2022","Part-time students, Graduate","1155","379","776","6","1","5","87","31","56","143","50","93","84","35","49","2","0","2","735","225","510","30","6","24","27","14","13","41","17","24",,,,,"-2"
"221999","Vanderbilt University","2022","Part-time students, Undergraduate, Other degree/certificatee-seeking, Transfer-ins","1","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,"-2"
"221999","Vanderbilt University","2022","Part-time students, Undergraduate, Other degree/certificatee-seeking, Continuing","63","40","23","0","0","0","11","4","7","9","7","2","5","2","3","0","0","0","22","17","5","7","6","1","5","2","3","4","2","2",,,,,"-2"
"224615","Dallas College","2022","All students total","64156","26171","37985","160","70","90","3905","1837","2068","12366","4500","7866","30854","12221","18633","12","5","7","9589","4370","5219","1039","444","595","2234","974","1260","3997","1750","2247","0",,"0","64156","-2"
"224615","Dallas College","2022","All students, Undergraduate total","64156","26171","37985","160","70","90","3905","1837","2068","12366","4500","7866","30854","12221","18633","12","5","7","9589","4370","5219","1039","444","595","2234","974","1260","3997","1750","2247","0",,"0","64156","-2"
"224615","Dallas College","2022","All students, Undergraduate, Degree/certificate-seeking total","34709","13840","20869","94","40","54","2006","1003","1003","7119","2443","4676","15819","6007","9812","10","3","7","5169","2390","2779","471","192","279","1189","502","687","2832","1260","1572",,,,,"-2"
"224615","Dallas College","2022","All students, Undergraduate, Degree/certificate-seeking, First-time","5604","2635","2969","19","7","12","270","157","113","939","455","484","3122","1369","1753","0","0","0","608","342","266","63","29","34","180","89","91","403","187","216",,,,,"-2"
"224615","Dallas College","2022","All students, Undergraduate, Other degree/certificate-seeking","29105","11205","17900","75","33","42","1736","846","890","6180","1988","4192","12697","4638","8059","10","3","7","4561","2048","2513","408","163","245","1009","413","596","2429","1073","1356",,,,,"-2"
"224615","Dallas College","2022","All students, Undergraduate, Non-degree/certificate-seeking","29447","12331","17116","66","30","36","1899","834","1065","5247","2057","3190","15035","6214","8821","2","2","0","4420","1980","2440","568","252","316","1045","472","573","1165","490","675",,,,,"-2"
"224615","Dallas College","2022","All students, Undergraduate, Other degree/certificatee-seeking, Transfer-ins","2405","1082","1323","10","3","7","117","59","58","511","205","306","715","282","433","0","0","0","472","236","236","21","8","13","68","25","43","491","264","227",,,,,"-2"
"224615","Dallas College","2022","All students, Undergraduate, Other degree/certificatee-seeking, Continuing","26700","10123","16577","65","30","35","1619","787","832","5669","1783","3886","11982","4356","7626","10","3","7","4089","1812","2277","387","155","232","941","388","553","1938","809","1129",,,,,"-2"
"224615","Dallas College","2022","Full-time students total","14830","6752","8078","34","16","18","974","504","470","2526","1076","1450","6853","2930","3923","2","0","2","2171","1145","1026","243","113","130","472","233","239","1555","735","820",,,,,"-2"
"224615","Dallas College","2022","Full-time students, Undergraduate total","14830","6752","8078","34","16","18","974","504","470","2526","1076","1450","6853","2930","3923","2","0","2","2171","1145","1026","243","113","130","472","233","239","1555","735","820",,,,,"-2"
"224615","Dallas College","2022","Full-time students, Undergraduate, Degree/certificate-seeking total","9785","4481","5304","23","11","12","594","318","276","1725","725","1000","4155","1788","2367","2","0","2","1570","815","755","156","76","80","294","146","148","1266","602","664",,,,,"-2"
"224615","Dallas College","2022","Full-time students, Undergraduate, Degree/certificate-seeking, First-time","2041","1025","1016","9","5","4","125","65","60","297","168","129","1076","507","569","0","0","0","304","166","138","38","18","20","62","36","26","130","60","70",,,,,"-2"
"224615","Dallas College","2022","Full-time students, Undergraduate, Degree/certificate-seeking, Other degree/certificate-seeking","7744","3456","4288","14","6","8","469","253","216","1428","557","871","3079","1281","1798","2","0","2","1266","649","617","118","58","60","232","110","122","1136","542","594",,,,,"-2"
"224615","Dallas College","2022","Full-time students, Undergraduate, Non-degree/certificate-seeking","5045","2271","2774","11","5","6","380","186","194","801","351","450","2698","1142","1556","0","0","0","601","330","271","87","37","50","178","87","91","289","133","156",,,,,"-2"
"224615","Dallas College","2022","Full-time students, Undergraduate, Other degree/certificatee-seeking, Transfer-ins","987","532","455","2","2","0","42","21","21","178","94","84","243","123","120","0","0","0","159","97","62","8","3","5","18","6","12","337","186","151",,,,,"-2"
"224615","Dallas College","2022","Full-time students, Undergraduate, Other degree/certificatee-seeking, Continuing","6757","2924","3833","12","4","8","427","232","195","1250","463","787","2836","1158","1678","2","0","2","1107","552","555","110","55","55","214","104","110","799","356","443",,,,,"-2"
"224615","Dallas College","2022","Part-time students total","49326","19419","29907","126","54","72","2931","1333","1598","9840","3424","6416","24001","9291","14710","10","5","5","7418","3225","4193","796","331","465","1762","741","1021","2442","1015","1427",,,,,"-2"
"224615","Dallas College","2022","Part-time students, Undergraduate total","49326","19419","29907","126","54","72","2931","1333","1598","9840","3424","6416","24001","9291","14710","10","5","5","7418","3225","4193","796","331","465","1762","741","1021","2442","1015","1427",,,,,"-2"
"224615","Dallas College","2022","Part-time students, Undergraduate, Degree/certificate-seeking total","24924","9359","15565","71","29","42","1412","685","727","5394","1718","3676","11664","4219","7445","8","3","5","3599","1575","2024","315","116","199","895","356","539","1566","658","908",,,,,"-2"
"224615","Dallas College","2022","Part-time students, Undergraduate, Degree/certificate-seeking, First-time","3563","1610","1953","10","2","8","145","92","53","642","287","355","2046","862","1184","0","0","0","304","176","128","25","11","14","118","53","65","273","127","146",,,,,"-2"
"224615","Dallas College","2022","Part-time students, Undergraduate, Degree/certificate-seeking, Other degree/certificate-seeking","21361","7749","13612","61","27","34","1267","593","674","4752","1431","3321","9618","3357","6261","8","3","5","3295","1399","1896","290","105","185","777","303","474","1293","531","762",,,,,"-2"
"224615","Dallas College","2022","Part-time students, Undergraduate, Non-degree/certificate-seeking","24402","10060","14342","55","25","30","1519","648","871","4446","1706","2740","12337","5072","7265","2","2","0","3819","1650","2169","481","215","266","867","385","482","876","357","519",,,,,"-2"
"224615","Dallas College","2022","Part-time students, Undergraduate, Other degree/certificatee-seeking, Transfer-ins","1418","550","868","8","1","7","75","38","37","333","111","222","472","159","313","0","0","0","313","139","174","13","5","8","50","19","31","154","78","76",,,,,"-2"
"224615","Dallas College","2022","Part-time students, Undergraduate, Other degree/certificatee-seeking, Continuing","19943","7199","12744","53","26","27","1192","555","637","4419","1320","3099","9146","3198","5948","8","3","5","2982","1260","1722","277","100","177","727","284","443","1139","453","686",,,,,"-2"
"225511","University of Houston","2022","All students total","46700","22359","24341","62","33","29","10271","5085","5186","5080","2029","3051","15524","6941","8583","37","21","16","9351","4681","4670","1338","617","721","650","312","338","4387","2640","1747","0",,"0","46700","-2"
"225511","University of Houston","2022","All students, Undergraduate total","37943","18290","19653","42","24","18","9090","4634","4456","4206","1743","2463","14012","6368","7644","30","17","13","7076","3667","3409","1189","562","627","514","245","269","1784","1030","754","0",,"0","37943","-2"
"225511","University of Houston","2022","All students, Undergraduate, Degree/certificate-seeking total","37080","17842","19238","41","24","17","8895","4535","4360","4124","1704","2420","13787","6256","7531","30","17","13","6842","3545","3297","1162","547","615","494","237","257","1705","977","728",,,,,"-2"
"225511","University of Houston","2022","All students, Undergraduate, Degree/certificate-seeking, First-time","5555","2385","3170","3","0","3","1517","692","825","732","256","476","2044","816","1228","3","0","3","782","395","387","165","73","92","87","38","49","222","115","107",,,,,"-2"
"225511","University of Houston","2022","All students, Undergraduate, Other degree/certificate-seeking","31525","15457","16068","38","24","14","7378","3843","3535","3392","1448","1944","11743","5440","6303","27","17","10","6060","3150","2910","997","474","523","407","199","208","1483","862","621",,,,,"-2"
"225511","University of Houston","2022","All students, Undergraduate, Non-degree/certificate-seeking","863","448","415","1","0","1","195","99","96","82","39","43","225","112","113","0","0","0","234","122","112","27","15","12","20","8","12","79","53","26",,,,,"-2"
"225511","University of Houston","2022","All students, Graduate","8757","4069","4688","20","9","11","1181","451","730","874","286","588","1512","573","939","7","4","3","2275","1014","1261","149","55","94","136","67","69","2603","1610","993","0",,"0","8757","-2"
"225511","University of Houston","2022","All students, Undergraduate, Other degree/certificatee-seeking, Transfer-ins","4434","2159","2275","7","4","3","696","365","331","526","229","297","1727","756","971","5","2","3","826","433","393","156","64","92","45","25","20","446","281","165",,,,,"-2"
"225511","University of Houston","2022","All students, Undergraduate, Other degree/certificatee-seeking, Continuing","27091","13298","13793","31","20","11","6682","3478","3204","2866","1219","1647","10016","4684","5332","22","15","7","5234","2717","2517","841","410","431","362","174","188","1037","581","456",,,,,"-2"
"225511","University of Houston","2022","Full-time students total","33405","15587","17818","40","22","18","7768","3720","4048","3732","1453","2279","10442","4515","5927","24","15","9","6543","3211","3332","975","452","523","449","203","246","3432","1996","1436",,,,,"-2"
"225511","University of Houston","2022","Full-time students, Undergraduate total","27320","12716","14604","27","15","12","6930","3435","3495","3236","1292","1944","9585","4200","5385","21","12","9","5084","2572","2512","881","415","466","370","169","201","1186","606","580",,,,,"-2"
"225511","University of Houston","2022","Full-time students, Undergraduate, Degree/certificate-seeking total","27063","12597","14466","26","15","11","6883","3414","3469","3203","1280","1923","9535","4182","5353","21","12","9","4999","2527","2472","874","410","464","366","167","199","1156","590","566",,,,,"-2"
"225511","University of Houston","2022","Full-time students, Undergraduate, Degree/certificate-seeking, First-time","5102","2195","2907","3","0","3","1409","648","761","680","233","447","1852","742","1110","3","0","3","719","361","358","149","68","81","78","35","43","209","108","101",,,,,"-2"
"225511","University of Houston","2022","Full-time students, Undergraduate, Degree/certificate-seeking, Other degree/certificate-seeking","21961","10402","11559","23","15","8","5474","2766","2708","2523","1047","1476","7683","3440","4243","18","12","6","4280","2166","2114","725","342","383","288","132","156","947","482","465",,,,,"-2"
"225511","University of Houston","2022","Full-time students, Undergraduate, Non-degree/certificate-seeking","257","119","138","1","0","1","47","21","26","33","12","21","50","18","32","0","0","0","85","45","40","7","5","2","4","2","2","30","16","14",,,,,"-2"
"225511","University of Houston","2022","Full-time students, Graduate","6085","2871","3214","13","7","6","838","285","553","496","161","335","857","315","542","3","3","0","1459","639","820","94","37","57","79","34","45","2246","1390","856",,,,,"-2"
"225511","University of Houston","2022","Full-time students, Undergraduate, Other degree/certificatee-seeking, Transfer-ins","2800","1348","1452","5","3","2","452","230","222","380","171","209","1031","463","568","2","1","1","583","310","273","113","49","64","30","17","13","204","104","100",,,,,"-2"
"225511","University of Houston","2022","Full-time students, Undergraduate, Other degree/certificatee-seeking, Continuing","19161","9054","10107","18","12","6","5022","2536","2486","2143","876","1267","6652","2977","3675","16","11","5","3697","1856","1841","612","293","319","258","115","143","743","378","365",,,,,"-2"
"225511","University of Houston","2022","Part-time students total","13295","6772","6523","22","11","11","2503","1365","1138","1348","576","772","5082","2426","2656","13","6","7","2808","1470","1338","363","165","198","201","109","92","955","644","311",,,,,"-2"
"225511","University of Houston","2022","Part-time students, Undergraduate total","10623","5574","5049","15","9","6","2160","1199","961","970","451","519","4427","2168","2259","9","5","4","1992","1095","897","308","147","161","144","76","68","598","424","174",,,,,"-2"
"225511","University of Houston","2022","Part-time students, Undergraduate, Degree/certificate-seeking total","10017","5245","4772","15","9","6","2012","1121","891","921","424","497","4252","2074","2178","9","5","4","1843","1018","825","288","137","151","128","70","58","549","387","162",,,,,"-2"
"225511","University of Houston","2022","Part-time students, Undergraduate, Degree/certificate-seeking, First-time","453","190","263","0","0","0","108","44","64","52","23","29","192","74","118","0","0","0","63","34","29","16","5","11","9","3","6","13","7","6",,,,,"-2"
"225511","University of Houston","2022","Part-time students, Undergraduate, Degree/certificate-seeking, Other degree/certificate-seeking","9564","5055","4509","15","9","6","1904","1077","827","869","401","468","4060","2000","2060","9","5","4","1780","984","796","272","132","140","119","67","52","536","380","156",,,,,"-2"
"225511","University of Houston","2022","Part-time students, Undergraduate, Non-degree/certificate-seeking","606","329","277","0","0","0","148","78","70","49","27","22","175","94","81","0","0","0","149","77","72","20","10","10","16","6","10","49","37","12",,,,,"-2"
"225511","University of Houston","2022","Part-time students, Graduate","2672","1198","1474","7","2","5","343","166","177","378","125","253","655","258","397","4","1","3","816","375","441","55","18","37","57","33","24","357","220","137",,,,,"-2"
"225511","University of Houston","2022","Part-time students, Undergraduate, Other degree/certificatee-seeking, Transfer-ins","1634","811","823","2","1","1","244","135","109","146","58","88","696","293","403","3","1","2","243","123","120","43","15","28","15","8","7","242","177","65",,,,,"-2"
"225511","University of Houston","2022","Part-time students, Undergraduate, Other degree/certificatee-seeking, Continuing","7930","4244","3686","13","8","5","1660","942","718","723","343","380","3364","1707","1657","6","4","2","1537","861","676","229","117","112","104","59","45","294","203","91",,,,,"-2"
"228778","The University of Texas at Austin","2022","All students total","52384","23099","29285","50","22","28","11045","5206","5839","2278","787","1491","13011","5093","7918","28","10","18","18137","7972","10165","1892","732","1160","826","409","417","5117","2868","2249","18",,"18","52366","-2"
"228778","The University of Texas at Austin","2022","All students, Undergraduate total","41309","17610","23699","43","20","23","10039","4714","5325","1861","653","1208","11538","4466","7072","22","10","12","13732","5887","7845","1638","628","1010","521","239","282","1915","993","922","11",,"11","41298","-2"
"228778","The University of Texas at Austin","2022","All students, Undergraduate, Degree/certificate-seeking total","40980","17447","23533","43","20","23","9999","4690","5309","1848","647","1201","11481","4448","7033","22","10","12","13597","5830","7767","1633","626","1007","520","239","281","1837","937","900",,,,,"-2"
"228778","The University of Texas at Austin","2022","All students, Undergraduate, Degree/certificate-seeking, First-time","9109","3619","5490","10","3","7","2461","1120","1341","460","163","297","2688","931","1757","6","0","6","2607","1021","1586","350","125","225","165","75","90","362","181","181",,,,,"-2"
"228778","The University of Texas at Austin","2022","All students, Undergraduate, Other degree/certificate-seeking","31871","13828","18043","33","17","16","7538","3570","3968","1388","484","904","8793","3517","5276","16","10","6","10990","4809","6181","1283","501","782","355","164","191","1475","756","719",,,,,"-2"
"228778","The University of Texas at Austin","2022","All students, Undergraduate, Non-degree/certificate-seeking","329","163","166","0","0","0","40","24","16","13","6","7","57","18","39","0","0","0","135","57","78","5","2","3","1","0","1","78","56","22",,,,,"-2"
"228778","The University of Texas at Austin","2022","All students, Graduate","11075","5489","5586","7","2","5","1006","492","514","417","134","283","1473","627","846","6","0","6","4405","2085","2320","254","104","150","305","170","135","3202","1875","1327","7",,"7","11068","-2"
"228778","The University of Texas at Austin","2022","All students, Undergraduate, Other degree/certificatee-seeking, Transfer-ins","2038","948","1090","2","1","1","343","158","185","70","32","38","534","216","318","1","1","0","640","317","323","72","26","46","36","21","15","340","176","164",,,,,"-2"
"228778","The University of Texas at Austin","2022","All students, Undergraduate, Other degree/certificatee-seeking, Continuing","29833","12880","16953","31","16","15","7195","3412","3783","1318","452","866","8259","3301","4958","15","9","6","10350","4492","5858","1211","475","736","319","143","176","1135","580","555",,,,,"-2"
"228778","The University of Texas at Austin","2022","Full-time students total","49081","21475","27606","44","19","25","10363","4830","5533","2165","745","1420","12203","4721","7482","23","7","16","16733","7273","9460","1775","689","1086","768","382","386","5007","2809","2198",,,,,"-2"
"228778","The University of Texas at Austin","2022","Full-time students, Undergraduate total","38591","16248","22343","38","17","21","9401","4362","5039","1781","620","1161","10866","4151","6715","18","7","11","12627","5326","7301","1533","588","945","487","224","263","1840","953","887",,,,,"-2"
"228778","The University of Texas at Austin","2022","Full-time students, Undergraduate, Degree/certificate-seeking total","38444","16167","22277","38","17","21","9387","4355","5032","1773","616","1157","10847","4146","6701","18","7","11","12598","5314","7284","1531","588","943","487","224","263","1765","900","865",,,,,"-2"
"228778","The University of Texas at Austin","2022","Full-time students, Undergraduate, Degree/certificate-seeking, First-time","8979","3568","5411","10","3","7","2435","1110","1325","453","162","291","2652","920","1732","6","0","6","2560","997","1563","344","124","220","162","74","88","357","178","179",,,,,"-2"
